,dialog_idx,utterance_idx,text,speaker,file_path,emotion,act
1875,562_0,7,Can you give me some idea of what you'd like?,1,./data/dailytalk/dailyTalk/audio_files/562_0_7.wav,no emotion,directive
1876,562_0,8,I want a haircut just like that kind.,0,./data/dailytalk/dailyTalk/audio_files/562_0_8.wav,no emotion,commissive
1877,562_0,9,"OK, I see.",1,./data/dailytalk/dailyTalk/audio_files/562_0_9.wav,no emotion,inform
1878,563_0,0,This section of the store is called Junior. Why is that?,0,./data/dailytalk/dailyTalk/audio_files/563_0_0.wav,no emotion,question
1879,563_0,1,It means young girls. That's where you'll find clothes for young girls.,1,./data/dailytalk/dailyTalk/audio_files/563_0_1.wav,no emotion,inform
1880,563_0,2,But I can't find anything in my size here.,0,./data/dailytalk/dailyTalk/audio_files/563_0_2.wav,no emotion,inform
1881,563_0,3,"Umm you're small, but you're not a child.",1,./data/dailytalk/dailyTalk/audio_files/563_0_3.wav,no emotion,inform
1882,563_0,4,"Well, there's nothing I can do about my height!",0,./data/dailytalk/dailyTalk/audio_files/563_0_4.wav,anger,inform
1883,563_0,5,There's a petite section that you can check out.,1,./data/dailytalk/dailyTalk/audio_files/563_0_5.wav,no emotion,inform
1884,563_0,6,What's in the petite section?,0,./data/dailytalk/dailyTalk/audio_files/563_0_6.wav,no emotion,question
1885,563_0,7,It has clothes in small sizes for small women.,1,./data/dailytalk/dailyTalk/audio_files/563_0_7.wav,no emotion,inform
1886,564_0,0,How come you have a locker but I don't?,1,./data/dailytalk/dailyTalk/audio_files/564_0_0.wav,no emotion,question
1887,564_0,1,Mr. Rogers probably forgot to assign a locker to you.,0,./data/dailytalk/dailyTalk/audio_files/564_0_1.wav,no emotion,inform
1888,564_0,2,I had to carry my backpack with me all day.,1,./data/dailytalk/dailyTalk/audio_files/564_0_2.wav,no emotion,inform
1889,564_0,3,Remind him to give you a locker tomorrow.,0,./data/dailytalk/dailyTalk/audio_files/564_0_3.wav,no emotion,directive
1890,564_0,4,Does it have a lock?,1,./data/dailytalk/dailyTalk/audio_files/564_0_4.wav,no emotion,question
1891,564_0,5,Umm no. You have to buy your own. You'll have to go to a hardware store to pick one up.,0,./data/dailytalk/dailyTalk/audio_files/564_0_5.wav,no emotion,directive
1892,565_0,0,"Waiter, we have been waiting for twenty minutes. Would you mind hurrying?",0,./data/dailytalk/dailyTalk/audio_files/565_0_0.wav,no emotion,directive
1893,565_0,1,"I am sorry, sir, the fish you ordered will take a longer time because we make it with fresh fish.",1,./data/dailytalk/dailyTalk/audio_files/565_0_1.wav,sadness,commissive
1894,567_0,0,Yes. I'd like to buy a sweater for my husband. Which style is the latest?,1,./data/dailytalk/dailyTalk/audio_files/567_0_0.wav,no emotion,question
1895,567_0,1,These are all the latest fashion. How do you like this white turtleneck one?,0,./data/dailytalk/dailyTalk/audio_files/567_0_1.wav,no emotion,question
1896,567_0,2,I like this style. But do you have any other colors? I feel that this color doesn't suit his complexion.,1,./data/dailytalk/dailyTalk/audio_files/567_0_2.wav,happiness,question
1897,567_0,3,We also have it in grey.,0,./data/dailytalk/dailyTalk/audio_files/567_0_3.wav,no emotion,inform
1898,567_0,4,Great! I will take it. And could you suggest a pair of trousers to match this sweater?,1,./data/dailytalk/dailyTalk/audio_files/567_0_4.wav,happiness,directive
1899,567_0,5,It's my pleasure. I think this pair of jeans will suit the sweater well.,0,./data/dailytalk/dailyTalk/audio_files/567_0_5.wav,happiness,commissive
1900,569_0,0,If the weather's fine.,1,./data/dailytalk/dailyTalk/audio_files/569_0_0.wav,no emotion,inform
1901,569_0,1,I am sure it will be. It's been good so far this weekend.,0,./data/dailytalk/dailyTalk/audio_files/569_0_1.wav,happiness,inform
1902,569_0,2,I know a good place to hire bikes if you want.,1,./data/dailytalk/dailyTalk/audio_files/569_0_2.wav,happiness,directive
1903,569_0,3,Thanks. That would be really helpful.,0,./data/dailytalk/dailyTalk/audio_files/569_0_3.wav,happiness,commissive
1904,570_0,0,I don't really know. I have just bought this new car. And it's the first time I've gotten gas for it.,0,./data/dailytalk/dailyTalk/audio_files/570_0_0.wav,no emotion,inform
1905,570_0,1,"We have regular, super, and premium gasoline. This is a new car, so I'd recommend premium.",1,./data/dailytalk/dailyTalk/audio_files/570_0_1.wav,no emotion,inform
1906,571_0,0,"My lease ends next month, so I have to find a new place.",1,./data/dailytalk/dailyTalk/audio_files/571_0_0.wav,no emotion,directive
1907,571_0,1,I feel sorry for you. It's a jungle out there.,0,./data/dailytalk/dailyTalk/audio_files/571_0_1.wav,no emotion,commissive
1908,571_0,2,Do you know any places?,1,./data/dailytalk/dailyTalk/audio_files/571_0_2.wav,no emotion,question
1909,571_0,3,Well. I guess I can ask around to see if anyone's got a room or apartment available.,0,./data/dailytalk/dailyTalk/audio_files/571_0_3.wav,no emotion,inform
1910,571_0,4,Thank you. I think I should also have a look at the Internet to see if anyone's got a sublet.,1,./data/dailytalk/dailyTalk/audio_files/571_0_4.wav,happiness,inform
1911,571_0,5,Umm how much are you looking to spend?,0,./data/dailytalk/dailyTalk/audio_files/571_0_5.wav,no emotion,question
1912,571_0,6,I can only afford about thousand yuan a month.,1,./data/dailytalk/dailyTalk/audio_files/571_0_6.wav,no emotion,inform
1913,571_0,7,Looks like you'll have to get a place in the suburbs.,0,./data/dailytalk/dailyTalk/audio_files/571_0_7.wav,no emotion,directive
1914,571_1,0,"I want a bedroom with full bath, and it'll be better if the bedroom is on the sunny side.",1,./data/dailytalk/dailyTalk/audio_files/571_1_0.wav,no emotion,inform
1915,571_1,1,You can also check out university bulletin boards.,0,./data/dailytalk/dailyTalk/audio_files/571_1_1.wav,no emotion,directive
1916,571_1,2,Why? Will those be students who are leaving?,1,./data/dailytalk/dailyTalk/audio_files/571_1_2.wav,no emotion,question
1917,571_1,3,"Not really, but landlords put up notices to attract students and they often have low rent.",0,./data/dailytalk/dailyTalk/audio_files/571_1_3.wav,no emotion,inform
1918,571_1,4,Thank you. I'll be sure to take a look.,1,./data/dailytalk/dailyTalk/audio_files/571_1_4.wav,happiness,commissive
1919,571_1,5,Good luck.,0,./data/dailytalk/dailyTalk/audio_files/571_1_5.wav,happiness,inform
1920,575_0,0,"Excuse me, do the buses stop here?",0,./data/dailytalk/dailyTalk/audio_files/575_0_0.wav,no emotion,question
1921,575_0,1,"Umm yes, they all stop at this corner.",1,./data/dailytalk/dailyTalk/audio_files/575_0_1.wav,no emotion,inform
1922,575_0,2,I want to go to Broadway and eighty second Street. Can I take any bus that comes along?,0,./data/dailytalk/dailyTalk/audio_files/575_0_2.wav,no emotion,question
1923,575_0,3,You can take any bus except the Number nine.,1,./data/dailytalk/dailyTalk/audio_files/575_0_3.wav,no emotion,inform
1924,575_0,4,How often do the buses run?,0,./data/dailytalk/dailyTalk/audio_files/575_0_4.wav,no emotion,question
1925,575_0,5,They run about every five minutes.,1,./data/dailytalk/dailyTalk/audio_files/575_0_5.wav,no emotion,inform
1926,575_0,6,Fine. How long does it take to get to eighty second Street?,0,./data/dailytalk/dailyTalk/audio_files/575_0_6.wav,no emotion,question
1927,575_0,7,About fifteen minutes. It's not far.Are you a stranger in New York?,1,./data/dailytalk/dailyTalk/audio_files/575_0_7.wav,no emotion,question
1928,576_0,0,Let's have lunch together today.,1,./data/dailytalk/dailyTalk/audio_files/576_0_0.wav,no emotion,directive
1929,576_0,1,It's a good idea.,0,./data/dailytalk/dailyTalk/audio_files/576_0_1.wav,happiness,commissive
1930,579_0,0,"I wonder if you could help me, I'm looking for a room.",1,./data/dailytalk/dailyTalk/audio_files/579_0_0.wav,no emotion,directive
1931,579_0,1,"Well, I have got a vacancy.",0,./data/dailytalk/dailyTalk/audio_files/579_0_1.wav,no emotion,commissive
1932,579_0,2,What sort of price are you asking?,1,./data/dailytalk/dailyTalk/audio_files/579_0_2.wav,no emotion,question
1933,579_0,3,Eight dollars fifty a week excluding laundry.,0,./data/dailytalk/dailyTalk/audio_files/579_0_3.wav,no emotion,inform
1934,583_0,0,"Hey, Shirley. The party has been wonderful. My wife and my children have enjoyed it very much, and me too.",0,./data/dailytalk/dailyTalk/audio_files/583_0_0.wav,happiness,inform
1935,583_0,1,I've said you will enjoy your life here!,1,./data/dailytalk/dailyTalk/audio_files/583_0_1.wav,happiness,inform
1936,583_0,2,"Umm I surely will. By the way, is the party like this held every weekend in our neighborhood?",0,./data/dailytalk/dailyTalk/audio_files/583_0_2.wav,happiness,question
1937,583_0,3,"Oh, I've forgotten to tell you. The party is held every other week. And every family gives their own performance each time.",1,./data/dailytalk/dailyTalk/audio_files/583_0_3.wav,happiness,inform
1938,583_0,4,My children would like that ; they like dancing very much.,0,./data/dailytalk/dailyTalk/audio_files/583_0_4.wav,happiness,inform
1939,583_0,5,That's good!,1,./data/dailytalk/dailyTalk/audio_files/583_0_5.wav,happiness,inform
1940,583_0,6,Look! Who is that guy on the stage?,0,./data/dailytalk/dailyTalk/audio_files/583_0_6.wav,surprise,question
1941,583_0,7,"Oh, my God! That's my husband, Benjamin.",1,./data/dailytalk/dailyTalk/audio_files/583_0_7.wav,surprise,inform
1942,583_1,0,"He likes American Idol very much, and he always imitates the contestant at home. I can't believe he got on the stage himself.",1,./data/dailytalk/dailyTalk/audio_files/583_1_0.wav,surprise,inform
1943,583_1,1,He performs very well. He is so funny!,0,./data/dailytalk/dailyTalk/audio_files/583_1_1.wav,happiness,inform
1944,583_2,0,"OK, that's perfect! By the way, is there any playground in our neighborhood?",0,./data/dailytalk/dailyTalk/audio_files/583_2_0.wav,happiness,question
1945,583_2,1,"Yes, there is one behind our building. And you can play tennis there. But if you want to play tennis there, they will charge you thirty Yuan per hour.",1,./data/dailytalk/dailyTalk/audio_files/583_2_1.wav,happiness,inform
1946,583_2,2,"OK, got it! Thank you so much. You have helped me a lot!",0,./data/dailytalk/dailyTalk/audio_files/583_2_2.wav,happiness,inform
1947,583_2,3,You are welcome! We are neighbors!,1,./data/dailytalk/dailyTalk/audio_files/583_2_3.wav,happiness,inform
1948,585_0,0,My eyes water continuously. Why?,1,./data/dailytalk/dailyTalk/audio_files/585_0_0.wav,no emotion,question
1949,585_0,1,Perhaps because of the dirty air.,0,./data/dailytalk/dailyTalk/audio_files/585_0_1.wav,no emotion,inform
1950,585_0,2,What is there in the air?,1,./data/dailytalk/dailyTalk/audio_files/585_0_2.wav,no emotion,question
1951,585_0,3,Some poisonous gas.,0,./data/dailytalk/dailyTalk/audio_files/585_0_3.wav,no emotion,inform
1952,585_1,0,Umm yes. I think I won't come here again next time.,0,./data/dailytalk/dailyTalk/audio_files/585_1_0.wav,disgust,inform
1953,585_1,1,So do I.,1,./data/dailytalk/dailyTalk/audio_files/585_1_1.wav,no emotion,inform
1954,585_1,2,We waste a vacation.,0,./data/dailytalk/dailyTalk/audio_files/585_1_2.wav,disgust,inform
1955,585_1,3,Maybe you are right.,1,./data/dailytalk/dailyTalk/audio_files/585_1_3.wav,no emotion,inform
1956,587_0,0,"Umm to be honest, I'm a bit fed up.",0,./data/dailytalk/dailyTalk/audio_files/587_0_0.wav,anger,inform
1957,587_0,1,What's wrong?,1,./data/dailytalk/dailyTalk/audio_files/587_0_1.wav,no emotion,question
1958,587_0,2,"Well, my girlfriend was supposed to call me last night, but she never did.",0,./data/dailytalk/dailyTalk/audio_files/587_0_2.wav,anger,inform
1959,587_0,3,That's too bad. I'm sure there's a logical explanation for it. Don't be too upset about it.,1,./data/dailytalk/dailyTalk/audio_files/587_0_3.wav,no emotion,inform
1960,587_0,4,"The thing is, this isn't the first time she's promised to do something and then didn't.",0,./data/dailytalk/dailyTalk/audio_files/587_0_4.wav,anger,inform
1961,587_0,5,I see how that can get a bit annoying.,1,./data/dailytalk/dailyTalk/audio_files/587_0_5.wav,no emotion,inform
1962,587_0,6,A bit? I'm extremely annoyed that she didn't phone me when he promised me that he would! She's such a liar.,0,./data/dailytalk/dailyTalk/audio_files/587_0_6.wav,anger,inform
1963,587_0,7,So what are you going to do about it?,1,./data/dailytalk/dailyTalk/audio_files/587_0_7.wav,no emotion,question
1964,587_0,8,"I've got mixed feelings about it. On the one hand, I really want to end it with her, but on the other hand, I don't want to be without her.",0,./data/dailytalk/dailyTalk/audio_files/587_0_8.wav,no emotion,inform
1965,587_0,9,What do you think would make you happier?,1,./data/dailytalk/dailyTalk/audio_files/587_0_9.wav,no emotion,question
1966,587_0,10,"In the long run, I think breaking up with her would make me much happier, but I know that I'll be depressed about it for a few weeks first.",0,./data/dailytalk/dailyTalk/audio_files/587_0_10.wav,no emotion,inform
1967,587_0,11,Relationships can be confusing sometimes.,1,./data/dailytalk/dailyTalk/audio_files/587_0_11.wav,no emotion,inform
1968,587_0,12,What would you do if you were me?,0,./data/dailytalk/dailyTalk/audio_files/587_0_12.wav,no emotion,question
1969,587_0,13,I'd call her and dump her now! You deserve better than her!,1,./data/dailytalk/dailyTalk/audio_files/587_0_13.wav,no emotion,inform
1970,588_0,0,"Yes, tomorrow is my friend's birthday. Could I arrange a birthday party for him through you?",0,./data/dailytalk/dailyTalk/audio_files/588_0_0.wav,no emotion,directive
1971,588_0,1,Certainly.,1,./data/dailytalk/dailyTalk/audio_files/588_0_1.wav,no emotion,commissive
1972,588_0,2,"Umm I want to order a large birthday cake, several kinds of cold dishes, pastries and fruits.",0,./data/dailytalk/dailyTalk/audio_files/588_0_2.wav,no emotion,directive
1973,588_0,3,Any drinks?,1,./data/dailytalk/dailyTalk/audio_files/588_0_3.wav,no emotion,question
1974,591_0,0,It's nice of you to see my off at the airport. Thank you very much.,0,./data/dailytalk/dailyTalk/audio_files/591_0_0.wav,happiness,inform
1975,591_0,1,We'll miss you. I hope we'll keep in touch.,1,./data/dailytalk/dailyTalk/audio_files/591_0_1.wav,happiness,inform
1976,591_0,2,Sure. You've given a great help to me in the past days.,0,./data/dailytalk/dailyTalk/audio_files/591_0_2.wav,happiness,inform
1977,591_0,3,It's my pleasure. We hope you'll visit Beijing again.,1,./data/dailytalk/dailyTalk/audio_files/591_0_3.wav,happiness,inform
1978,593_0,0,"Umm I don't know. It looks a bit red, but I'm sure it's nothing.",0,./data/dailytalk/dailyTalk/audio_files/593_0_0.wav,no emotion,inform
1979,593_0,1,It looks like you have a red rash all over you! Are you allergic to anything?,1,./data/dailytalk/dailyTalk/audio_files/593_0_1.wav,no emotion,question
1980,593_0,2,"Just cats, but I don't think I was near any cats in the last couple of weeks.",0,./data/dailytalk/dailyTalk/audio_files/593_0_2.wav,no emotion,inform
1981,593_0,3,I completely forgot about your cat allergy. I took care of a cat for my friend here yesterday. Oh no. we'd better go to the doctor to get some medicine.,1,./data/dailytalk/dailyTalk/audio_files/593_0_3.wav,no emotion,directive
1982,593_0,4,Shouldn't we make an appointment first?,0,./data/dailytalk/dailyTalk/audio_files/593_0_4.wav,no emotion,question
1983,593_0,5,"We would, but let's just go and see if there's an opening now before it gets worse.",1,./data/dailytalk/dailyTalk/audio_files/593_0_5.wav,no emotion,directive
1984,594_0,0,We're redecorating our living room.,0,./data/dailytalk/dailyTalk/audio_files/594_0_0.wav,no emotion,inform
1985,594_0,1,What are you going to do to it?,1,./data/dailytalk/dailyTalk/audio_files/594_0_1.wav,no emotion,question
1986,594_0,2,"First, we're going to change the curtains, then we're going to paint the walls.",0,./data/dailytalk/dailyTalk/audio_files/594_0_2.wav,no emotion,inform
1987,594_0,3,What colour are you going to paint them?,1,./data/dailytalk/dailyTalk/audio_files/594_0_3.wav,no emotion,question
1988,594_0,4,Umm pale yellow.,0,./data/dailytalk/dailyTalk/audio_files/594_0_4.wav,no emotion,inform
1989,594_0,5,What else are you going to do?,1,./data/dailytalk/dailyTalk/audio_files/594_0_5.wav,no emotion,question
1990,599_0,0,"I’d like to,  Umm….but I can ’ t.",1,./data/dailytalk/dailyTalk/audio_files/599_0_0.wav,no emotion,commissive
1991,599_0,1,How come?,0,./data/dailytalk/dailyTalk/audio_files/599_0_1.wav,no emotion,question
1992,599_0,2,I’ve got a lot of paper work to do right now. I’m behind schedule.,1,./data/dailytalk/dailyTalk/audio_files/599_0_2.wav,no emotion,inform
1993,599_0,3,All right. Can we make it another time?,0,./data/dailytalk/dailyTalk/audio_files/599_0_3.wav,happiness,directive
1994,600_0,0,Gosh! The water faucet is dripping badly again.,1,./data/dailytalk/dailyTalk/audio_files/600_0_0.wav,surprise,inform
1995,600_0,1,You are going to have a huge bill.,0,./data/dailytalk/dailyTalk/audio_files/600_0_1.wav,no emotion,inform
1996,600_0,2,I know. I’ve got to get it fixed ASAP.,1,./data/dailytalk/dailyTalk/audio_files/600_0_2.wav,no emotion,inform
1997,600_0,3,Umm don't you wanna get it fixed now?,0,./data/dailytalk/dailyTalk/audio_files/600_0_3.wav,no emotion,question
1998,600_0,4,"I wish I could, but I’ve got to go now. I have an appointment in twenty minutes.",1,./data/dailytalk/dailyTalk/audio_files/600_0_4.wav,no emotion,inform
1999,600_0,5,"Well, if you need anything, just let me know.",0,./data/dailytalk/dailyTalk/audio_files/600_0_5.wav,no emotion,directive
2000,600_0,6,"Oh, by the way, could you give me a ride? My car is still in the garage.",1,./data/dailytalk/dailyTalk/audio_files/600_0_6.wav,no emotion,directive
2001,600_0,7,You sure have bad luck these days.,0,./data/dailytalk/dailyTalk/audio_files/600_0_7.wav,no emotion,commissive
2002,601_0,0,There will be a party in my company ; what shall I wear?,0,./data/dailytalk/dailyTalk/audio_files/601_0_0.wav,no emotion,question
2003,601_0,1,Is it formal or informal?,1,./data/dailytalk/dailyTalk/audio_files/601_0_1.wav,no emotion,question
2004,601_0,2,"I guess it is a formal one because the general director will give a speech there, and most of the staff will take part in.",0,./data/dailytalk/dailyTalk/audio_files/601_0_2.wav,no emotion,inform
2005,601_0,3,"In that case, formal suit with a nice tie will be better.",1,./data/dailytalk/dailyTalk/audio_files/601_0_3.wav,no emotion,inform
2006,601_0,4,You are right. What about shoes?,0,./data/dailytalk/dailyTalk/audio_files/601_0_4.wav,no emotion,question
2007,601_0,5,The brown leather shoes are OK.,1,./data/dailytalk/dailyTalk/audio_files/601_0_5.wav,no emotion,inform
2008,601_0,6,Thanks a lot.,0,./data/dailytalk/dailyTalk/audio_files/601_0_6.wav,happiness,inform
2009,601_0,7,Don’t mention it.,1,./data/dailytalk/dailyTalk/audio_files/601_0_7.wav,happiness,inform
2010,603_0,0,Hey Matt. I just got a job at a consulting firm.,1,./data/dailytalk/dailyTalk/audio_files/603_0_0.wav,happiness,inform
2011,603_0,1,Congratulations. That's great!,0,./data/dailytalk/dailyTalk/audio_files/603_0_1.wav,happiness,inform
2012,603_0,2,I'm so happy. I don't have to worry about finding a job and interviewing anymore.,1,./data/dailytalk/dailyTalk/audio_files/603_0_2.wav,happiness,inform
2013,603_0,3,When do you start?,0,./data/dailytalk/dailyTalk/audio_files/603_0_3.wav,no emotion,question
2014,603_0,4,I start next Monday.,1,./data/dailytalk/dailyTalk/audio_files/603_0_4.wav,no emotion,inform
2015,603_0,5,You're going to have to put in a lot of hours you know.,0,./data/dailytalk/dailyTalk/audio_files/603_0_5.wav,happiness,inform
2016,603_0,6,"I know. I'm a little nervous, but it's pretty exciting.",1,./data/dailytalk/dailyTalk/audio_files/603_0_6.wav,happiness,inform
2017,603_0,7,I bet. Umm you must be stoked.,0,./data/dailytalk/dailyTalk/audio_files/603_0_7.wav,happiness,inform
2018,603_1,0,"I should still tell him. In the least, I can refer him to my company. It might help.",1,./data/dailytalk/dailyTalk/audio_files/603_1_0.wav,no emotion,inform
2019,603_1,1,That sounds like a good idea.,0,./data/dailytalk/dailyTalk/audio_files/603_1_1.wav,happiness,inform
2020,604_0,0,"I try to do that, but I can’t get up early enough.",1,./data/dailytalk/dailyTalk/audio_files/604_0_0.wav,no emotion,inform
2021,604_0,1,"I couldn’t either at first, but you get used to it.",0,./data/dailytalk/dailyTalk/audio_files/604_0_1.wav,no emotion,inform
2022,604_0,2,It’s so hot at lunchtime ; I’d rather run in the morning.,1,./data/dailytalk/dailyTalk/audio_files/604_0_2.wav,no emotion,inform
2023,604_0,3,"Well, why don’t you come tomorrow? I’ll stop by your house on my way out.",0,./data/dailytalk/dailyTalk/audio_files/604_0_3.wav,no emotion,directive
2024,604_0,4,"I could try, but I can’t say for sure if I’ll get up in time. What time do you want to go?",1,./data/dailytalk/dailyTalk/audio_files/604_0_4.wav,no emotion,question
2025,604_0,5,I’ll give you a call around six and stop by around six:thirty.,0,./data/dailytalk/dailyTalk/audio_files/604_0_5.wav,no emotion,directive
2026,604_0,6,"OK, maybe if I have someone to go with, I’ll be able to get up in time for a jog.",1,./data/dailytalk/dailyTalk/audio_files/604_0_6.wav,no emotion,commissive
2027,604_0,7,"Great, I’ll see you then.",1,./data/dailytalk/dailyTalk/audio_files/604_0_7.wav,happiness,directive
2028,605_0,0,"I like playing computer games, but I'm not really into board games.",1,./data/dailytalk/dailyTalk/audio_files/605_0_0.wav,no emotion,inform
2029,605_0,1,How about individual games like the Rubik's cube or solitaire?,0,./data/dailytalk/dailyTalk/audio_files/605_0_1.wav,no emotion,question
2030,605_0,2,The Rubik's cube is so difficult to solve that I think it should be banned!,1,./data/dailytalk/dailyTalk/audio_files/605_0_2.wav,no emotion,inform
2031,605_0,3,"If I taught you how to do it, I'm sure you could solve it.",0,./data/dailytalk/dailyTalk/audio_files/605_0_3.wav,no emotion,directive
2032,605_0,4,How did you figure out how to slove the Rubik's cube?,1,./data/dailytalk/dailyTalk/audio_files/605_0_4.wav,no emotion,question
2033,605_0,5,I didn't really have to figure it out. I just followed the instructions!,0,./data/dailytalk/dailyTalk/audio_files/605_0_5.wav,no emotion,inform
2034,605_0,6,I had no idea there were a set of instructions. I thought everyone who could solve it were all geniuses!,1,./data/dailytalk/dailyTalk/audio_files/605_0_6.wav,no emotion,inform
2035,605_0,7,"Hints are really important when you're solving puzzles. If you give me some hints about playing that PS two game, I’ll show you how to solve the Rubik's cube.",0,./data/dailytalk/dailyTalk/audio_files/605_0_7.wav,no emotion,directive
2036,605_1,0,"Do you remember, years ago, when everybody at the New Year's party had yo-yos?",0,./data/dailytalk/dailyTalk/audio_files/605_1_0.wav,no emotion,question
2037,605_1,1,Yeah. That was a strange party. Can you still do any of those yo-yo tricks?,1,./data/dailytalk/dailyTalk/audio_files/605_1_1.wav,no emotion,question
2038,605_2,0,Umm I could never figure out how to use my yo-yo.,1,./data/dailytalk/dailyTalk/audio_files/605_2_0.wav,no emotion,inform
2039,605_2,1,"If you don't start when you're young, it's hard to get the hang of it.",0,./data/dailytalk/dailyTalk/audio_files/605_2_1.wav,no emotion,inform
2040,606_1,0,"Oh, he's really reserved, normally. But, from what I hear, he's got lots of problems.",1,./data/dailytalk/dailyTalk/audio_files/606_1_0.wav,no emotion,inform
2041,606_1,1,Really? What kind of problems?,0,./data/dailytalk/dailyTalk/audio_files/606_1_1.wav,surprise,question
2042,606_3,0,"Oh, don't talk to me about laptops. Mine crashed on Friday and I lost everything. I hate them.",0,./data/dailytalk/dailyTalk/audio_files/606_3_0.wav,no emotion,inform
2043,606_3,1,"Oh, really?",1,./data/dailytalk/dailyTalk/audio_files/606_3_1.wav,no emotion,question
2044,607_0,0,May I try it on?,1,./data/dailytalk/dailyTalk/audio_files/607_0_0.wav,no emotion,directive
2045,607_0,1,Go ahead.,0,./data/dailytalk/dailyTalk/audio_files/607_0_1.wav,no emotion,commissive
2046,607_0,2,Is there a mirror around here?,1,./data/dailytalk/dailyTalk/audio_files/607_0_2.wav,no emotion,question
2047,607_0,3,Right over there.,0,./data/dailytalk/dailyTalk/audio_files/607_0_3.wav,no emotion,inform
2048,607_0,4,Does it suit me?,1,./data/dailytalk/dailyTalk/audio_files/607_0_4.wav,no emotion,question
2049,607_0,5,"Yes, you look very nice.",0,./data/dailytalk/dailyTalk/audio_files/607_0_5.wav,no emotion,inform
2050,610_2,0,He didn't buy it. His grandfather died recently and left him loads of money.,1,./data/dailytalk/dailyTalk/audio_files/610_2_0.wav,no emotion,inform
2051,610_2,1,Did he know that his grandfather was so wealthy?,0,./data/dailytalk/dailyTalk/audio_files/610_2_1.wav,no emotion,question
2052,610_2,2,No one in the family expected to get a dime from him. It was quite a surprise.,1,./data/dailytalk/dailyTalk/audio_files/610_2_2.wav,surprise,inform
2053,610_2,3,What a lucky man.,0,./data/dailytalk/dailyTalk/audio_files/610_2_3.wav,happiness,inform
2054,610_2,4,He still has a complaint though.,1,./data/dailytalk/dailyTalk/audio_files/610_2_4.wav,no emotion,inform
2055,610_2,5,What's that?,0,./data/dailytalk/dailyTalk/audio_files/610_2_5.wav,no emotion,question
2056,610_2,6,"He wanted to live right on a bus line, but he doesn't. So, if he wants to take a bus anywhere, he has to walk one forth mile.",1,./data/dailytalk/dailyTalk/audio_files/610_2_6.wav,no emotion,inform
2057,610_2,7,The poor thing. It must be difficult being him.,0,./data/dailytalk/dailyTalk/audio_files/610_2_7.wav,no emotion,inform
2058,611_0,0,It's a new concert hall and the acoustics are great.,1,./data/dailytalk/dailyTalk/audio_files/611_0_0.wav,happiness,inform
2059,611_0,1,I can't agree more.,0,./data/dailytalk/dailyTalk/audio_files/611_0_1.wav,happiness,inform
2060,611_1,0,"In the United States, yes. But back in China, I went to concerts a couple of times with my parents.",0,./data/dailytalk/dailyTalk/audio_files/611_1_0.wav,no emotion,inform
2061,611_1,1,Do you have large concert halls in your city?,1,./data/dailytalk/dailyTalk/audio_files/611_1_1.wav,no emotion,question
2062,612_0,0,What are you talking about? We'll split the bill.,1,./data/dailytalk/dailyTalk/audio_files/612_0_0.wav,no emotion,question
2063,612_0,1,"No, I insist. I kept telling you that I would treat you to dinner but I still haven't.",0,./data/dailytalk/dailyTalk/audio_files/612_0_1.wav,no emotion,inform
2064,612_0,2,No way. I know that you are a little short on cash at the moment. There's no need for you to pay for the whole bill.,1,./data/dailytalk/dailyTalk/audio_files/612_0_2.wav,no emotion,inform
2065,612_0,3,"Alright, if that's the way you are going to be, we'll split the bill.",0,./data/dailytalk/dailyTalk/audio_files/612_0_3.wav,no emotion,inform
2066,613_0,0,"My stomach hurts, Doctor.",1,./data/dailytalk/dailyTalk/audio_files/613_0_0.wav,no emotion,inform
2067,613_0,1,Umm has this been a problem before?,0,./data/dailytalk/dailyTalk/audio_files/613_0_1.wav,no emotion,question
2068,613_1,0,I have had it on and off for the past three years. It's just gotten much worse these past two weeks.,1,./data/dailytalk/dailyTalk/audio_files/613_1_0.wav,no emotion,inform
2069,613_1,1,Do you only feel this way when your stomach is empty?,0,./data/dailytalk/dailyTalk/audio_files/613_1_1.wav,no emotion,question
2070,613_1,2,"After I've eaten, it goes away for a while.",1,./data/dailytalk/dailyTalk/audio_files/613_1_2.wav,no emotion,inform
2071,613_1,3,Do you feel nauseous?,0,./data/dailytalk/dailyTalk/audio_files/613_1_3.wav,no emotion,question
2072,613_1,4,"Yes, occasionally.",1,./data/dailytalk/dailyTalk/audio_files/613_1_4.wav,no emotion,inform
2073,613_1,5,Do you have regular bowel movements?,0,./data/dailytalk/dailyTalk/audio_files/613_1_5.wav,no emotion,question
2074,613_1,6,I think so.,1,./data/dailytalk/dailyTalk/audio_files/613_1_6.wav,no emotion,inform
2075,613_1,7,Let me take a look at your abdomen. Lie down on your back and bend your knees up. it seems like you have a duodenal ulcer.,0,./data/dailytalk/dailyTalk/audio_files/613_1_7.wav,no emotion,directive
2076,613_1,8,Is it serious?,1,./data/dailytalk/dailyTalk/audio_files/613_1_8.wav,no emotion,question
2077,613_1,9,"Not too serious, but it'll take you some time to recover, so you'll need to be patient.",0,./data/dailytalk/dailyTalk/audio_files/613_1_9.wav,no emotion,directive
2078,614_0,0,"Actually, I'd like a booth by the window if that's possible.",1,./data/dailytalk/dailyTalk/audio_files/614_0_0.wav,no emotion,inform
